##The total sample size of case group is 25.
##The total sample size of control group is 25.
Marker1	Marker2	group1_pearson	group1_lower	group1_upper	group1_t	group1_n	group1_se	group2_pearson	group2_lower	group2_upper	group2_t	group2_n	group2_se	z_test	z_pvalue
1	42	-0.227776	-0.571479	0.183914	-1.121866	25	0.213201	0.335725	-0.068499	0.645264	1.709290	25	0.213201	-1.927323	0.053939
1	43	-0.329967	-0.641469	0.074941	-1.676357	25	0.213201	0.516670	0.152709	0.757217	2.894074	25	0.213201	-3.033312	0.002419
1	44	0.228547	-0.183129	0.572026	1.125869	25	0.213201	0.794325	0.581793	0.905314	6.270762	25	0.213201	-2.820415	0.004796
1	45	-0.278797	-0.607059	0.130743	-1.392268	25	0.213201	0.790086	0.574214	0.903239	6.181316	25	0.213201	-4.504105	6.665337e-06
1	46	-0.148952	-0.513846	0.261581	-0.722407	25	0.213201	0.572878	0.229748	0.789337	3.351992	25	0.213201	-2.659486	0.007826
1	47	0.099841	-0.307425	0.476192	0.481225	25	0.213201	0.849006	0.682996	0.931612	7.705947	25	0.213201	-3.822104	0.000132
1	48	0.022593	-0.375900	0.414034	0.108381	25	0.213201	0.283463	-0.125760	0.610248	1.417585	25	0.213201	-0.891663	0.372573
1	49	-0.089409	-0.468012	0.316925	-0.430516	25	0.213201	0.834406	0.655336	0.924674	7.260569	25	0.213201	-4.285464	0.000018
1	50	0.078697	-0.326596	0.459544	0.378590	25	0.213201	0.384621	-0.012401	0.676886	1.998296	25	0.213201	-1.083248	0.278698
1	51	-0.010021	-0.403560	0.386647	-0.048061	25	0.213201	0.684557	0.396734	0.849823	4.503713	25	0.213201	-2.811377	0.004933
1	52	0.400138	0.005940	0.686702	2.093935	25	0.213201	-0.117304	-0.489741	0.291337	-0.566481	25	0.213201	1.796483	0.072418
1	53	-0.222483	-0.567712	0.189296	-1.094419	25	0.213201	0.601551	0.270776	0.805278	3.611436	25	0.213201	-3.057401	0.002233
1	54	-0.037779	-0.426549	0.362774	-0.181313	25	0.213201	0.173469	-0.237980	0.532132	0.844735	25	0.213201	-0.706569	0.479834
1	55	0.142514	-0.267698	0.508989	0.690524	25	0.213201	0.677623	0.385780	0.846190	4.418990	25	0.213201	-2.259334	0.023863
1	56	0.007156	-0.389081	0.401159	0.034322	25	0.213201	0.574926	0.232638	0.790485	3.369873	25	0.213201	-2.148156	0.031701
1	57	-0.363818	-0.663563	0.036577	-1.873181	25	0.213201	0.758996	0.519729	0.887858	5.590603	25	0.213201	-4.560763	5.096811e-06
1	58	0.098480	-0.308668	0.475129	0.474602	25	0.213201	0.375936	-0.022551	0.671347	1.945647	25	0.213201	-0.983438	0.325392
1	59	-0.096413	-0.473512	0.310555	-0.464546	25	0.213201	0.574626	0.232215	0.790317	3.367251	25	0.213201	-2.491171	0.012732
1	60	-0.078673	-0.459525	0.326618	-0.378473	25	0.213201	0.589253	0.253030	0.798476	3.497693	25	0.213201	-2.505232	0.012237
1	61	0.196568	-0.215291	0.549059	0.961466	25	0.213201	0.012125	-0.384856	0.405321	0.058156	25	0.213201	0.620322	0.535046
1	62	-0.217032	-0.563818	0.194812	-1.066263	25	0.213201	0.196756	-0.215105	0.549196	0.962421	25	0.213201	-1.392633	0.163731
1	63	0.357264	-0.044099	0.659325	1.834445	25	0.213201	0.381322	-0.016267	0.674786	1.978225	25	0.213201	-0.092399	0.926381
1	64	0.019283	-0.378740	0.411287	0.092496	25	0.213201	0.034202	-0.365880	0.423614	0.164123	25	0.213201	-0.049516	0.960508
1	65	-0.507576	-0.751909	-0.140647	-2.825240	25	0.213201	0.821582	0.631431	0.918530	6.911479	25	0.213201	-5.708322	1.140954e-08
1	66	-0.140598	-0.507539	0.269512	-0.681049	25	0.213201	0.537033	0.180117	0.768990	3.053153	25	0.213201	-2.459319	0.013920
1	67	-0.047381	-0.434386	0.354392	-0.227485	25	0.213201	0.200283	-0.211600	0.551755	0.980390	25	0.213201	-0.830628	0.406184
1	68	-0.205663	-0.555646	0.206234	-1.007870	25	0.213201	0.393886	-0.001482	0.682759	2.055151	25	0.213201	-2.072989	0.038173
